State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
Mizoram,Tea,Kharif,Loamy,3805.39,37869.27,286.39,38.07,51.28,67.15,77.9,61.63
Uttar Pradesh,Cashew,Summer,Loamy,2680.85,46865.85,494.49,16.44,45.76,51.61,65.42,45.73
Rajasthan,Potato,Whole Year,Laterite,2914.28,27894.91,158.47,16.07,76.14,35.9,22.32,75.87
Madhya Pradesh,Chickpea,Kharif,Sandy,2799.41,27808.12,115.07,30.17,40.18,117.2,46.65,67.13
Punjab,Cucumber,Rabi,Loamy,4235.69,55999.66,409.42,38.97,44.43,90.07,11.25,77.57
Andhra Pradesh,Guava,Summer,Laterite,830.36,8722.48,240.1,38.42,67.13,74.1,32.74,50.93
Chhattisgarh,Turmeric,Kharif,Laterite,2929.17,20455.74,214.5,39.83,58.67,76.48,68.76,27.57
Gujarat,Jute,Whole Year,Laterite,3405.15,52830.04,260.68,21.87,80.73,29.34,55.68,41.42
Haryana,Spinach,Summer,Loamy,3066.67,39077.51,81.34,22.83,72.32,111.59,72.51,68.9
Mizoram,Cauliflower,Whole Year,Alluvial,2939.03,40247.17,466.92,15.16,48.23,34.34,45.02,68.78
Arunachal Pradesh,Castor,Summer,Clay,1325.05,26328.41,450.37,26.73,89.41,128.48,39.0,54.35
Mizoram,Turmeric,Whole Year,Sandy,2286.12,42920.76,386.54,25.56,66.79,95.5,55.41,14.25
Telangana,Chickpea,Kharif,Sandy,1560.51,22441.61,490.36,14.33,89.18,107.94,56.5,71.32
Punjab,Sugarcane,Kharif,Clay,2325.45,41597.97,472.0,18.22,33.25,95.78,34.86,36.58
Uttarakhand,Cabbage,Kharif,Red,2192.24,21846.21,278.4,39.8,92.21,111.95,21.3,35.2
Odisha,Tea,Whole Year,Alluvial,4310.23,58879.46,65.92,23.02,75.52,132.26,52.67,22.13
Andhra Pradesh,Soybean,Summer,Sandy,4686.99,62958.65,320.62,18.39,79.58,119.05,28.68,36.92
Goa,Rubber,Whole Year,Black,383.28,7501.16,493.19,21.01,40.68,132.34,60.62,56.38
Bihar,Watermelon,Rabi,Laterite,4207.03,66385.93,337.95,20.37,37.1,137.04,76.89,60.32
Manipur,Banana,Rabi,Loamy,467.73,7853.36,483.61,38.3,66.26,47.84,50.85,63.45
Chhattisgarh,Barley,Whole Year,Black,2329.34,36871.9,258.42,23.03,74.97,47.23,52.47,13.09
Mizoram,Lentil,Whole Year,Alluvial,3741.27,43234.19,261.6,37.75,52.98,129.4,11.77,64.1
Punjab,Ginger,Kharif,Sandy,3087.25,47565.13,270.39,18.85,30.72,99.37,50.42,46.18
Andhra Pradesh,Chickpea,Whole Year,Sandy,3402.94,31536.29,144.42,37.74,77.91,26.93,70.56,75.09
Gujarat,Tea,Kharif,Alluvial,4971.94,60763.47,106.0,26.1,41.08,77.12,74.92,65.6
Himachal Pradesh,Onion,Rabi,Clay,209.47,3603.0,337.01,20.88,39.99,141.51,54.61,75.84
Uttarakhand,Maize,Whole Year,Clay,159.4,2239.16,455.25,11.16,69.99,58.74,58.14,29.93
Telangana,Guava,Summer,Loamy,3937.21,37388.95,112.63,28.47,91.44,32.21,21.52,63.59
Karnataka,Ginger,Summer,Sandy,3125.57,44546.61,267.44,20.13,45.54,104.5,51.44,35.05
West Bengal,Onion,Kharif,Alluvial,2735.09,32760.49,119.56,19.71,76.36,133.59,51.26,15.24
Manipur,Turmeric,Kharif,Red,2526.53,29332.46,272.16,39.74,71.36,124.78,55.25,25.46
Andhra Pradesh,Spinach,Kharif,Loamy,122.04,1494.88,447.97,36.53,59.96,111.1,22.45,45.27
Uttarakhand,Sugarcane,Summer,Clay,2353.53,25454.99,274.3,18.87,33.15,139.21,10.86,29.69
West Bengal,Chickpea,Kharif,Laterite,4678.65,84894.18,494.78,26.13,80.47,95.83,39.55,38.64
Punjab,Linseed,Summer,Alluvial,3436.42,48128.84,368.51,36.72,55.9,51.68,48.07,14.38
Andhra Pradesh,Pumpkin,Kharif,Clay,1335.76,14390.67,162.67,17.1,83.9,148.05,47.44,15.59
Haryana,Cashew,Rabi,Laterite,1805.44,19932.26,214.43,34.2,50.13,136.22,48.4,51.03
Goa,Sorghum,Whole Year,Laterite,3502.48,36883.57,160.24,35.72,87.39,66.29,23.64,44.92
Meghalaya,Ginger,Kharif,Alluvial,138.45,1150.12,53.22,13.41,51.89,89.79,67.23,20.0
West Bengal,Pulses,Summer,Red,4287.32,70185.7,219.9,24.72,56.23,143.19,46.49,15.64
Rajasthan,Cabbage,Kharif,Sandy,4768.24,81336.04,306.03,30.88,35.75,134.05,47.73,74.49
Meghalaya,Rubber,Rabi,Red,1367.53,15928.0,80.27,23.21,72.21,51.68,44.33,42.13
Bihar,Chickpea,Summer,Loamy,679.25,8176.96,210.63,12.41,67.12,75.43,65.17,50.17
Sikkim,Tea,Rabi,Red,850.58,12046.23,147.82,29.59,87.58,70.04,18.53,10.9
Tamil Nadu,Spinach,Rabi,Sandy,1619.55,18361.38,158.75,29.92,71.5,138.6,58.98,21.55
Bihar,Guava,Summer,Alluvial,3122.11,45783.53,445.76,12.82,92.45,47.01,75.56,70.76
Uttar Pradesh,Banana,Kharif,Clay,1090.03,12100.11,166.69,34.31,42.2,95.51,64.43,42.24
Nagaland,Ginger,Kharif,Red,3181.38,46248.81,171.28,29.55,59.7,34.97,27.31,25.38
Maharashtra,Onion,Kharif,Loamy,3438.24,47212.63,318.79,18.13,92.24,92.69,56.44,36.51
West Bengal,Brinjal,Whole Year,Loamy,3798.65,63745.82,303.19,24.16,83.52,120.36,35.65,44.88
Meghalaya,Jute,Whole Year,Sandy,1245.37,10620.13,162.6,36.5,51.55,90.87,68.21,28.18
Telangana,Orange,Kharif,Black,4189.33,62124.53,174.3,23.46,75.09,70.79,14.9,19.55
Assam,Maize,Rabi,Loamy,36.85,642.24,395.08,22.5,50.4,112.76,41.86,58.64
Arunachal Pradesh,Cucumber,Kharif,Black,869.57,8567.27,190.2,12.34,87.25,60.36,26.13,61.14
Tripura,Mustard,Kharif,Alluvial,527.05,7098.41,483.29,17.43,94.72,42.9,11.45,72.7
Mizoram,Spinach,Summer,Black,3086.18,30384.69,86.09,37.32,59.93,45.37,31.52,70.64
Gujarat,Beetroot,Rabi,Alluvial,3262.07,45047.87,354.07,17.46,73.44,71.19,73.77,19.07
West Bengal,Tea,Summer,Alluvial,2791.1,38321.55,442.77,13.32,45.2,116.98,42.58,52.24
Tamil Nadu,Sorghum,Whole Year,Sandy,3531.45,52802.81,433.52,37.23,33.02,91.97,12.83,73.07
Maharashtra,Millet,Whole Year,Red,4542.54,71070.2,472.27,33.0,44.43,42.36,62.36,54.43
Odisha,Cardamom,Kharif,Black,1483.83,21475.26,379.24,18.04,60.05,87.62,56.84,34.11
Nagaland,Coffee,Rabi,Clay,4858.15,89477.99,329.92,24.73,86.53,113.2,22.7,10.51
Assam,Mustard,Kharif,Loamy,2390.6,41630.24,475.1,21.08,76.97,107.11,57.39,57.4
Rajasthan,Banana,Summer,Black,3927.51,63045.85,381.47,32.16,77.77,48.41,17.88,31.75
Rajasthan,Coconut,Rabi,Black,4289.22,43387.0,368.92,13.17,90.93,107.35,17.77,70.24
Meghalaya,Cabbage,Rabi,Alluvial,2845.61,44566.16,435.82,18.39,38.18,54.6,41.43,35.2
Haryana,Cucumber,Rabi,Sandy,3243.15,40030.02,292.7,13.5,87.7,126.84,64.44,49.14
Uttar Pradesh,Coffee,Summer,Sandy,2735.33,47350.45,442.56,27.31,34.22,127.01,73.47,37.24
Tamil Nadu,Sugarcane,Summer,Sandy,4188.95,58814.57,414.98,15.79,88.19,92.27,74.18,55.62
Maharashtra,Rubber,Whole Year,Clay,674.21,6542.66,106.78,36.0,58.11,92.78,75.23,27.87
Chhattisgarh,Okra,Rabi,Sandy,4842.24,56616.72,57.13,16.48,67.27,134.31,12.37,71.85
Maharashtra,Turmeric,Rabi,Clay,2943.67,43092.45,447.65,35.33,63.86,143.43,59.59,46.69
Telangana,Sorghum,Kharif,Sandy,2115.28,22831.76,187.36,38.29,90.17,63.85,40.5,62.63
Bihar,Turmeric,Rabi,Black,2920.9,28898.94,225.86,11.34,53.56,20.47,32.7,76.6
Manipur,Banana,Rabi,Sandy,941.22,16845.54,402.52,26.87,43.15,132.61,64.88,76.59
Chhattisgarh,Cardamom,Rabi,Loamy,470.48,7200.35,361.66,34.46,32.66,58.62,32.68,69.82
Jharkhand,Guava,Summer,Laterite,18.3,187.41,153.5,13.05,50.99,50.71,63.31,45.34
Sikkim,Okra,Whole Year,Clay,4237.49,58978.39,78.48,27.35,56.85,97.95,70.38,10.84
Punjab,Chili,Kharif,Alluvial,1773.87,18749.85,217.05,20.36,45.01,25.05,73.46,26.3
Himachal Pradesh,Maize,Summer,Sandy,4645.05,69236.27,233.56,19.26,38.25,144.17,66.77,60.68
Mizoram,Castor,Rabi,Sandy,3837.24,58474.08,300.79,14.51,91.12,61.0,50.52,11.36
Kerala,Ginger,Kharif,Sandy,4925.16,46333.03,79.53,30.04,52.47,85.23,25.19,21.22
Odisha,Carrot,Rabi,Alluvial,1397.67,22686.35,360.66,29.54,66.04,20.05,18.8,69.0
Odisha,Wheat,Kharif,Loamy,2553.77,25264.43,282.81,10.01,47.46,76.01,18.91,62.44
Tamil Nadu,Rubber,Whole Year,Sandy,1470.63,22515.93,472.96,16.7,60.7,66.4,16.04,22.68
Kerala,Rice,Rabi,Laterite,3263.01,27667.72,241.68,36.1,73.07,31.78,43.43,67.91
Odisha,Watermelon,Whole Year,Sandy,1146.06,20529.08,489.73,18.55,33.26,84.44,17.72,57.69
Punjab,Brinjal,Summer,Red,4583.81,56597.14,180.28,10.41,58.55,131.98,68.53,52.26
Bihar,Ginger,Whole Year,Clay,4128.24,42225.97,257.24,11.33,72.34,114.7,17.11,67.11
Maharashtra,Coconut,Summer,Clay,4990.18,81581.02,479.62,20.8,64.52,50.71,31.21,42.01
Uttarakhand,Coffee,Rabi,Laterite,1974.93,22123.27,300.42,16.46,35.1,90.14,54.65,54.87
Jharkhand,Cucumber,Summer,Red,931.57,10510.03,418.37,10.09,32.85,36.51,39.42,33.36
Punjab,Cotton,Whole Year,Sandy,4694.92,88386.36,460.06,33.16,46.38,62.08,56.61,30.42
Punjab,Lentil,Summer,Clay,1745.99,27546.67,399.99,32.17,75.25,68.71,64.3,77.04
Bihar,Jute,Rabi,Sandy,3984.44,45004.05,324.19,36.33,76.36,120.09,56.72,16.44
Haryana,Rubber,Kharif,Black,1592.84,21783.08,369.82,15.41,80.4,117.42,76.28,22.13
Bihar,Sesame,Kharif,Red,2013.96,21875.15,178.34,17.45,79.95,110.94,17.66,49.21
Manipur,Chickpea,Whole Year,Loamy,345.56,3173.88,111.63,14.1,50.34,128.33,14.01,18.97
Goa,Muskmelon,Kharif,Clay,3816.79,62515.59,464.54,22.36,36.88,47.76,30.11,65.03
Odisha,Garlic,Summer,Red,2375.52,35146.96,230.68,29.12,93.29,54.75,52.68,34.85
Bihar,Cashew,Whole Year,Sandy,1353.07,15507.58,170.21,30.07,77.2,144.77,69.5,67.54
Rajasthan,Wheat,Kharif,Alluvial,1959.68,29655.74,191.15,25.67,92.17,26.61,59.62,67.03
Mizoram,Potato,Summer,Red,4807.34,60443.99,156.39,13.38,68.7,47.79,47.93,38.99
Uttar Pradesh,Chili,Kharif,Loamy,584.93,7381.39,149.25,27.37,46.66,64.58,13.69,72.45
Madhya Pradesh,Tomato,Summer,Laterite,1903.6,26203.65,397.46,24.51,54.89,110.46,51.79,15.47
Meghalaya,Chili,Rabi,Clay,675.21,7999.98,97.29,23.17,58.38,147.59,18.93,43.87
Chhattisgarh,Garlic,Summer,Red,1964.52,33423.3,341.81,20.15,66.7,80.99,36.21,47.63
Odisha,Wheat,Summer,Laterite,1121.79,12771.96,100.46,21.43,41.94,71.11,24.52,70.78
Tamil Nadu,Brinjal,Whole Year,Sandy,3847.27,48101.53,191.36,29.52,70.67,31.76,29.67,70.21
Gujarat,Mustard,Kharif,Sandy,3750.53,32845.61,154.97,34.94,52.21,80.31,72.4,66.4
Mizoram,Apple,Summer,Laterite,3142.26,46930.65,289.88,21.73,60.0,64.91,39.89,72.98
West Bengal,Turmeric,Whole Year,Laterite,4186.29,76996.36,441.8,23.51,65.26,116.18,36.31,24.1
Chhattisgarh,Jute,Rabi,Laterite,3230.22,35848.36,206.46,36.03,35.69,74.13,27.99,72.14
Telangana,Wheat,Kharif,Alluvial,205.56,2228.26,259.12,13.78,52.64,55.91,78.34,56.08
Telangana,Tomato,Rabi,Sandy,2410.62,38791.04,373.95,26.47,78.51,55.51,13.42,13.92
Himachal Pradesh,Castor,Rabi,Loamy,3471.47,37229.2,258.44,17.93,57.81,55.54,53.71,67.27
Karnataka,Brinjal,Kharif,Alluvial,4699.35,37277.19,182.43,37.44,82.85,73.71,13.97,76.34
Tripura,Pulses,Whole Year,Loamy,4597.65,54286.99,213.83,36.41,93.75,71.44,64.35,21.84
Punjab,Cabbage,Rabi,Laterite,1605.78,24418.29,303.72,30.74,53.2,68.98,17.69,78.88
Jharkhand,Cotton,Whole Year,Clay,490.16,10872.43,479.88,26.29,73.69,47.59,19.83,15.56
Nagaland,Brinjal,Rabi,Clay,417.3,7742.79,479.78,32.0,63.66,116.64,52.8,22.46
Arunachal Pradesh,Beetroot,Summer,Clay,3472.07,62369.21,496.36,17.32,66.05,79.11,31.54,39.38
Maharashtra,Pumpkin,Whole Year,Loamy,2538.74,39719.79,264.76,26.66,48.93,86.26,19.44,61.9
Assam,Turmeric,Summer,Sandy,4155.89,49156.4,341.68,12.91,94.86,100.01,38.06,71.97
Himachal Pradesh,Cardamom,Kharif,Laterite,727.19,7596.44,298.63,12.88,74.14,80.44,10.47,15.0
Haryana,Potato,Rabi,Clay,1814.82,30225.64,434.71,35.64,89.79,126.99,18.92,14.65
Tripura,Tea,Kharif,Laterite,2510.75,34614.99,101.83,26.33,76.17,32.28,34.25,23.15
Meghalaya,Brinjal,Kharif,Alluvial,1561.45,23475.47,414.16,16.15,76.63,128.59,69.45,10.62
West Bengal,Brinjal,Summer,Alluvial,4324.8,55418.41,324.69,39.48,85.28,133.05,51.85,15.67
Arunachal Pradesh,Coffee,Kharif,Red,4942.05,84271.03,499.89,31.33,87.72,25.75,29.32,35.83
Odisha,Pumpkin,Summer,Clay,4813.38,82407.13,319.89,27.44,36.87,140.81,66.22,45.03
Nagaland,Chickpea,Whole Year,Laterite,1335.43,17484.59,201.29,27.96,86.83,43.62,63.78,13.42
Rajasthan,Potato,Whole Year,Laterite,4578.76,63045.25,130.1,27.36,40.71,81.55,38.94,12.9
Jharkhand,Sorghum,Rabi,Black,1819.72,30058.06,396.15,30.77,35.88,129.74,22.56,22.19
Uttarakhand,Tomato,Kharif,Laterite,620.76,6143.07,201.01,35.16,41.49,64.08,30.04,34.92
Meghalaya,Soybean,Whole Year,Clay,4028.53,65221.38,345.32,33.45,68.51,97.73,26.47,56.89
Rajasthan,Cucumber,Summer,Black,1157.75,18114.75,200.17,24.7,49.18,60.25,38.14,30.05
Nagaland,Apple,Kharif,Laterite,4414.76,68999.61,387.93,21.9,76.89,40.18,56.28,38.42
Tripura,Banana,Whole Year,Black,10.64,123.39,71.81,34.53,70.28,129.79,29.16,32.0
Uttarakhand,Linseed,Rabi,Loamy,3997.82,37628.68,109.34,10.31,80.0,137.37,32.55,32.46
Tripura,Muskmelon,Rabi,Laterite,3241.87,45347.08,388.68,13.42,63.79,85.82,76.49,74.28
Uttarakhand,Cashew,Whole Year,Red,1086.39,13523.68,327.76,37.48,78.76,98.61,28.07,57.5
Chhattisgarh,Apple,Kharif,Alluvial,4460.09,85582.27,497.08,27.02,52.64,121.25,19.95,45.9
Punjab,Groundnut,Rabi,Clay,2370.35,33914.91,296.25,19.59,83.94,117.05,64.0,19.71
Sikkim,Grapes,Rabi,Clay,632.04,5655.8,215.88,12.62,92.32,117.66,53.45,24.34
Goa,Muskmelon,Kharif,Clay,3454.24,60418.17,468.27,27.27,88.97,128.87,79.85,45.22
Uttar Pradesh,Cotton,Kharif,Loamy,4698.07,48344.2,229.44,37.5,36.55,86.98,10.1,39.12
Mizoram,Mango,Whole Year,Red,2838.37,19846.59,79.91,37.41,59.36,52.84,42.43,43.71
Himachal Pradesh,Barley,Whole Year,Loamy,938.85,8723.35,74.52,29.67,87.5,93.46,15.59,39.52
Sikkim,Watermelon,Summer,Black,1828.83,36238.46,462.39,27.21,30.41,51.72,62.73,13.64
Tamil Nadu,Coconut,Whole Year,Laterite,1126.9,21451.42,452.98,30.98,57.65,45.5,24.01,51.59
West Bengal,Millet,Whole Year,Alluvial,4184.41,59310.52,464.02,31.16,40.5,32.0,47.74,48.52
Assam,Brinjal,Whole Year,Clay,3237.5,49704.57,462.27,13.53,76.1,140.57,42.4,77.73
Chhattisgarh,Cabbage,Rabi,Sandy,181.11,2600.44,345.83,17.63,48.76,22.57,49.04,30.25
Haryana,Tea,Whole Year,Black,1793.86,21376.8,182.5,31.45,46.52,78.24,21.23,27.79
Nagaland,Cardamom,Whole Year,Sandy,2192.28,25845.93,184.25,20.89,80.15,76.56,55.53,78.05
Meghalaya,Ginger,Summer,Alluvial,1994.3,29849.97,363.16,30.83,53.93,114.18,48.54,78.63
Meghalaya,Coffee,Kharif,Black,3820.19,56787.78,459.09,33.61,44.31,83.13,37.55,63.63
Chhattisgarh,Guava,Kharif,Black,2449.66,30021.27,379.36,11.5,92.6,124.0,47.99,64.51
Uttar Pradesh,Cardamom,Whole Year,Red,4299.76,45485.26,105.63,37.24,47.99,106.73,59.65,29.58
Uttarakhand,Mustard,Kharif,Loamy,883.63,14099.02,436.29,16.69,52.83,54.67,27.17,78.52
Arunachal Pradesh,Sunflower,Whole Year,Clay,4409.04,45875.83,118.8,27.64,71.67,101.84,61.34,75.19
Karnataka,Brinjal,Summer,Sandy,1855.89,14665.76,194.68,36.6,85.45,58.46,20.66,70.28
Karnataka,Grapes,Whole Year,Black,2733.48,40258.9,292.63,17.4,93.84,73.62,59.6,28.09
Gujarat,Potato,Summer,Red,4244.5,54851.25,110.87,20.64,43.2,135.73,62.77,49.43
Mizoram,Jute,Rabi,Red,141.51,1269.47,71.01,13.85,67.11,147.54,39.39,59.87
Assam,Sorghum,Whole Year,Red,155.59,1826.66,310.6,16.96,52.2,60.59,70.1,13.33
Uttarakhand,Okra,Kharif,Sandy,3765.58,25029.44,136.57,37.35,56.92,21.44,56.77,52.28
Meghalaya,Lentil,Kharif,Sandy,2812.21,45744.9,261.17,21.94,43.64,143.87,59.15,49.73
Rajasthan,Millet,Whole Year,Sandy,3489.5,40382.01,304.19,38.99,77.69,64.72,19.48,43.76
Punjab,Cauliflower,Whole Year,Black,4788.49,42231.21,216.76,13.74,68.55,85.06,14.37,41.71
Nagaland,Soybean,Whole Year,Laterite,3130.99,41353.09,119.87,28.87,77.79,97.68,18.13,18.73
Punjab,Wheat,Rabi,Sandy,307.65,4038.43,412.39,10.46,67.77,125.28,72.64,38.66
Goa,Onion,Rabi,Alluvial,3424.62,33473.0,80.6,15.91,91.13,129.75,39.59,21.28
Odisha,Lentil,Whole Year,Clay,839.38,8080.76,223.83,37.02,32.17,102.0,34.54,17.54
Rajasthan,Ginger,Summer,Red,3704.38,76995.76,390.13,27.96,37.18,130.9,22.09,60.47
Himachal Pradesh,Chili,Whole Year,Red,2397.02,17131.15,62.58,15.15,50.73,147.73,64.56,68.85
Bihar,Onion,Kharif,Alluvial,3053.66,40966.2,184.24,17.9,51.86,60.61,15.45,66.16
Telangana,Millet,Whole Year,Clay,1406.82,12843.9,320.91,11.04,36.89,67.39,28.81,34.74
Jharkhand,Muskmelon,Summer,Red,1295.16,12065.67,176.32,12.33,65.0,67.57,33.78,42.03
Rajasthan,Maize,Rabi,Alluvial,414.36,4917.33,453.01,38.69,85.74,76.83,33.88,42.38
Maharashtra,Cauliflower,Kharif,Alluvial,91.67,1514.71,389.24,35.58,69.33,117.66,64.33,45.46
Gujarat,Apple,Kharif,Laterite,4607.65,37442.69,288.37,10.94,31.24,142.06,33.62,36.43
Meghalaya,Pulses,Rabi,Laterite,4218.65,70598.77,402.27,27.42,46.39,131.94,12.1,51.48
Jharkhand,Barley,Summer,Black,523.25,6906.04,425.29,37.27,66.62,122.33,52.75,50.13
Arunachal Pradesh,Wheat,Kharif,Alluvial,3092.65,48231.85,452.66,20.99,83.85,23.78,69.69,17.47
Punjab,Ginger,Whole Year,Clay,3595.59,54945.12,473.63,33.39,49.78,118.69,41.5,64.44
Tripura,Coconut,Rabi,Laterite,267.15,4035.5,358.56,32.49,52.45,80.49,51.32,15.15
Madhya Pradesh,Spinach,Whole Year,Clay,103.44,1134.54,192.7,11.88,56.46,44.43,38.34,37.94
Arunachal Pradesh,Cardamom,Kharif,Alluvial,2929.98,26105.45,81.28,19.07,34.32,82.42,73.15,37.24
West Bengal,Brinjal,Kharif,Alluvial,2439.86,40498.24,122.93,24.24,85.08,77.18,10.93,13.84
Uttarakhand,Mango,Kharif,Alluvial,4902.08,43701.98,301.05,11.07,43.88,76.46,71.58,11.51
Jharkhand,Sorghum,Kharif,Red,1448.27,19413.52,192.06,21.65,47.85,76.83,21.07,23.95
Karnataka,Chickpea,Summer,Alluvial,2657.98,37351.03,252.48,27.55,44.93,46.98,75.94,41.53
Meghalaya,Carrot,Whole Year,Alluvial,3078.27,38533.13,184.46,30.39,58.01,146.5,66.79,67.05
Maharashtra,Cardamom,Rabi,Alluvial,620.57,9341.42,427.4,16.56,84.67,50.73,63.95,47.95
Bihar,Maize,Rabi,Clay,4920.3,44718.1,88.56,30.56,92.32,68.59,33.36,57.6
Uttar Pradesh,Potato,Kharif,Sandy,3524.51,51412.06,463.41,34.18,59.13,88.72,53.41,50.6
Sikkim,Jute,Whole Year,Loamy,227.27,3047.19,426.09,13.42,74.86,57.13,64.14,10.6
Tamil Nadu,Lentil,Whole Year,Red,2858.67,21040.25,76.21,10.76,64.62,104.7,67.6,43.48
Assam,Potato,Rabi,Black,3069.13,26895.73,208.5,13.96,72.09,119.93,23.29,44.64
Bihar,Onion,Whole Year,Loamy,4505.84,62725.13,297.06,20.36,31.21,82.96,33.52,77.87
Punjab,Cucumber,Whole Year,Clay,3433.41,20146.62,83.28,37.98,40.95,78.24,74.61,68.0
Telangana,Coconut,Whole Year,Red,773.92,9712.79,69.37,25.99,93.33,112.27,31.36,56.81
Tripura,Cashew,Kharif,Sandy,1193.91,10855.64,72.14,17.5,76.96,91.65,11.64,38.68
Kerala,Turmeric,Summer,Loamy,773.81,11339.51,462.06,33.31,57.26,95.92,47.93,50.76
Goa,Chili,Whole Year,Alluvial,544.09,7250.11,256.62,29.08,30.81,34.05,16.39,36.23
Mizoram,Sorghum,Rabi,Sandy,132.48,1509.95,303.78,36.39,85.96,33.1,20.32,44.38
Uttar Pradesh,Tomato,Rabi,Sandy,2479.76,22029.54,59.05,18.54,88.6,86.5,65.86,38.16
Bihar,Cabbage,Whole Year,Alluvial,459.8,6574.91,132.49,23.89,71.43,102.87,56.77,60.01
Assam,Watermelon,Summer,Loamy,841.34,10798.94,274.35,32.37,82.58,114.76,44.05,29.69
Uttar Pradesh,Tomato,Summer,Red,735.5,8162.57,331.69,10.4,67.28,102.99,65.18,14.76
Maharashtra,Onion,Whole Year,Black,1457.37,25254.63,449.24,15.55,68.06,34.22,38.19,71.74
Sikkim,Banana,Whole Year,Clay,3121.18,28109.18,97.65,10.47,31.03,26.66,73.81,35.09
West Bengal,Apple,Kharif,Sandy,4737.82,53867.93,322.85,34.4,60.07,113.51,11.53,65.12
Arunachal Pradesh,Grapes,Rabi,Black,2626.19,30020.64,98.9,35.35,61.07,25.6,48.71,75.14
Nagaland,Mustard,Kharif,Loamy,1942.04,31555.02,381.03,28.14,59.77,149.06,23.01,67.52
Himachal Pradesh,Muskmelon,Rabi,Sandy,3704.8,50968.29,355.81,33.33,60.67,27.03,35.04,54.96
Tripura,Muskmelon,Rabi,Red,1272.5,16920.14,269.01,31.86,85.43,31.24,74.79,74.94
Bihar,Tea,Summer,Red,3082.7,40984.3,276.51,18.81,36.22,47.09,61.82,26.87
Himachal Pradesh,Linseed,Kharif,Clay,2780.87,42430.71,415.53,30.01,38.77,137.86,60.27,12.49
Punjab,Cabbage,Whole Year,Black,2225.09,46099.12,495.21,18.45,64.37,42.5,40.78,22.36
West Bengal,Turmeric,Whole Year,Sandy,1422.64,21041.35,486.42,11.15,62.3,101.8,56.25,62.82
Gujarat,Barley,Summer,Alluvial,2395.84,31606.13,174.39,19.4,53.43,64.28,47.32,27.33
Arunachal Pradesh,Pumpkin,Rabi,Red,2035.76,26200.76,150.19,20.41,87.0,142.42,72.07,30.11
Uttarakhand,Linseed,Rabi,Black,1417.65,25716.0,483.79,22.48,90.7,33.53,63.62,16.53
Himachal Pradesh,Chili,Rabi,Sandy,2178.05,24661.12,350.0,39.2,33.43,44.91,54.82,72.76
Rajasthan,Mustard,Kharif,Alluvial,2854.38,55869.57,415.96,23.0,67.0,74.88,45.98,71.9
Bihar,Grapes,Whole Year,Laterite,4001.24,62405.12,327.97,31.91,88.57,57.21,45.21,52.17
Uttarakhand,Okra,Whole Year,Laterite,3847.27,39258.71,251.77,37.32,68.98,110.43,55.64,57.09
Bihar,Brinjal,Whole Year,Red,2976.23,44207.35,104.65,28.05,32.73,140.02,70.45,23.6
Nagaland,Cashew,Summer,Loamy,4966.28,64076.4,207.88,13.74,67.28,119.32,30.01,26.53
West Bengal,Cashew,Summer,Sandy,4017.64,61769.66,268.45,18.38,40.08,93.04,39.74,37.82
Jharkhand,Millet,Kharif,Alluvial,1547.54,21638.43,326.14,22.11,80.02,88.84,30.26,20.34
Haryana,Peas,Rabi,Black,336.9,6077.41,461.71,21.6,78.49,79.66,72.36,12.04
Tripura,Okra,Whole Year,Clay,3445.21,31786.64,61.49,28.02,84.33,61.03,19.76,61.68
Manipur,Turmeric,Kharif,Laterite,321.6,5094.75,455.76,11.45,63.57,49.25,36.85,44.56
Bihar,Muskmelon,Kharif,Sandy,3863.66,56230.57,203.44,25.02,33.28,93.51,53.87,15.78
Sikkim,Rubber,Summer,Loamy,3908.39,40593.68,59.75,19.94,30.32,87.77,44.91,62.88
Uttarakhand,Groundnut,Kharif,Black,2039.67,31635.58,346.65,31.83,90.58,53.4,58.87,33.96
Tamil Nadu,Barley,Whole Year,Red,2293.14,26828.54,132.63,20.09,76.52,50.34,57.94,44.72
Meghalaya,Onion,Whole Year,Red,2471.35,34585.32,386.95,18.42,59.02,21.99,79.18,13.94
West Bengal,Tea,Rabi,Clay,1885.76,21974.35,289.56,35.05,40.31,103.14,11.26,65.3
Haryana,Potato,Kharif,Red,4546.95,63906.99,83.89,27.39,90.98,103.69,67.42,26.09
Goa,Cardamom,Kharif,Laterite,1981.6,31741.5,403.79,22.19,45.38,135.22,64.79,56.71
Telangana,Cucumber,Rabi,Red,1287.92,14210.9,105.52,20.9,57.89,26.83,49.52,10.14
Gujarat,Brinjal,Whole Year,Red,2751.66,42467.78,401.18,38.15,48.45,116.61,71.99,18.74
Goa,Ginger,Whole Year,Loamy,1247.27,21764.98,260.1,26.27,40.32,45.17,60.93,64.99
Tamil Nadu,Peas,Kharif,Loamy,2171.29,31712.97,313.59,27.81,52.49,90.82,50.84,63.25
Kerala,Turmeric,Summer,Red,3262.75,43540.61,264.97,38.97,36.39,29.44,22.69,36.38
West Bengal,Sorghum,Summer,Red,4997.47,95938.0,485.02,20.94,81.49,51.41,14.04,12.83
Goa,Pumpkin,Whole Year,Black,1452.83,20022.13,188.57,24.26,31.04,21.41,61.48,66.57
Goa,Sorghum,Summer,Sandy,1087.88,18157.03,380.4,22.62,83.48,143.31,48.88,73.05
